seed	V	E	states	duration
c07355cc264186dc	8	16	7360	1371
847300c4a2a519b3	8	20	726014	6690
c59abd104d7d31cd	8	27	13370769	44089
082605254f9fb5b3	6	8	8688	166
07814883537a4836	8	25	144281	3975
8da7ec086054f0cd	8	19	10010	1012
9583d7d02f8e78ad	6	7	2116	25
9b78431f7b1ef09e	7	8	4323	162
6397635bc19c3958	8	20	9533	2363
fcf5c33a61f53404	6	13	5299	23
0964b6f7c0bdd553	7	12	28843	548
6e695925d313f07b	7	18	57923	280
4e53ecac165fc4a8	8	17	5070	897
f3d7947d4d50f108	6	13	14161	45
564daa05b07596db	7	8	5569	239
a8c31d9f2091a741	6	10	703	17
3f60c62757604239	7	18	57923	1469
6e501b3be1194cbd	6	5	1332	23
fa3a81f1456bf71d	8	12	1691	419
6634d69a9518c93d	6	12	5369	38
af8014a145975c64	8	26	1293343	15569
f002586f93f2670d	8	20	10872	4312
529f10c9c79393bc	7	11	7115	152
3cd8f3da9b805004	7	15	1298	62
3a04fd8cd3313091	6	8	1230	18
26e073e598309c03	7	18	35993	321
aea977c3354827b6	6	11	2199	19
fcd2f2f0874f207c	8	21	42839	971
4e957f34b74ff9e0	7	18	57923	912
432700a45e9b66e1	7	15	4287	54
16d1cbd7f3f4cd7e	6	6	3309	36
21da18c263b71418	8	8	6514	1266
33cffb31e7a9eae5	8	19	8814	353
388ca23dcfad5d39	7	6	9507	280
e08be355fdc82fac	8	23	214417	3939
ee9c0970d1f3548d	8	18	1677	276
fece967e5ebe1391	8	7	11962	997
3985836172d39cfb	7	14	2649	73
1537e6e43d5002f7	7	20	466927	1113
0d93e3c51a4df585	8	10	4804	792
4b3787fca8a4d83c	6	6	3309	34
ae33340f0e737935	6	12	5369	27
f0abe3a1872f3a2f	7	16	6275	398
0635c796d0adfd05	7	9	19577	224
ac32472e80f81cc2	6	13	14161	85
c8d559103a424d1d	6	8	2617	27
4b09989499db6bfd	6	14	22689	50
8dbbd03913d9b866	6	6	3309	34
06d2b7504cb735c5	7	8	1391	97
9416ba316fdb8a40	8	16	8151	1842
39b109d74536dd44	7	19	68109	594
9d1db922a056d9d2	8	27	13370769	42693
4685dc08e24b42e3	7	15	4287	224
cdda400dafe0d00a	7	15	16957	194
a7d8299621c680b6	6	14	22689	50
39683dae6fb2de1f	8	27	13370769	41380
3634f497c47936d6	8	9	12868	1148
73e7c49c9a9ca9de	7	15	5191	273
a56ea711f17d3815	8	26	1293343	32532
c5418d4f1045a0a8	8	7	11454	1205
4f9f7a2e9fa07535	6	9	871	16
5f08de3c024a596b	6	11	5971	35
8ddecd2d0567b312	8	20	37349	1713
03afd5d20b3e8a22	7	20	466927	1094
c1401397268f455c	8	12	51248	2587
085f9338d3f6c211	8	23	102113	900
a92588ba99d3b019	8	24	254811	18188
da63c1b9acfb9e44	6	6	2521	29
fc10be2d6e2c1657	8	20	4619	1210
b284d7b594caff44	7	20	466927	1969
8d48901378b5fc99	8	17	19188	591
d986098877a30a91	7	9	2677	93
e4de32925c1f1118	7	19	68109	708
b7b7aa7597543019	8	23	46529	3570
9f43da71c267e9dc	6	8	1472	21
fcf65680ad7cd9e6	7	8	14253	257
dd75b4b4bf824ef8	6	13	5299	18
cf8d48ff4b353dbd	8	19	28258	3703
ff61783132b1eae6	6	9	2279	25
83045638976227c3	6	6	1843	27
31eb6a3f656beb5b	8	7	12058	1382
7571045fc7ea2475	8	8	13449	945
ecf2cb753c4f7400	6	11	2199	17
1d6f6a7405ae815f	8	12	1	604
39a8760f5f1ccd6b	8	22	29055	2219
cdd223ba0709e55f	8	12	5621	1390
3d7a447fd6660f5b	6	12	5369	23
6080d5d552ab79cc	8	10	9425	1322
79f311322211956e	6	7	1021	18
0ed91eefe5981241	7	19	68109	717
15513e773c738c8f	6	7	1021	16
c73cf1c347580838	8	17	1	356
cf3682f44ac85d36	7	6	46719	745
7775ceb550d663be	7	10	6036	221
d1757d98ab3ebeeb	6	6	8861	51
15bd741d3b2f00fa	6	13	14161	35
b5898097d68fbb56	7	8	17795	361
6956626ea758b3bb	7	20	466927	4370
a2a75cdda8e8e48e	7	14	8394	149
4033f39b24ae0441	7	6	10367	261
b4c87a0ed86bbbf6	8	10	24067	1190
19bdc9548ee2cbfa	8	16	27000	2523
2847d2ac6591d7fa	7	18	35993	149
4abe4fc2fdd52aa1	8	22	11540	1120
4031776b5e698e5e	6	8	842	17
678dc6c07bb1a79b	6	8	3274	32
3d92de58743c5189	6	6	2521	29
7776548f157b611d	8	12	4796	1197
9609b7dcd7e7a253	7	14	3299	265
28526ca5556c8359	6	6	2521	27
c2f35d596320df2e	7	11	2696	92
762e9dfb0452dd05	8	13	3195	1067
e9189c69f92b35df	6	8	5103	39
c1da41ceb8c70885	7	17	9851	238
64a65c553957df0d	6	11	1822	32
a8dc69f419f136ed	7	18	102484	414
d21cc6acf5ff5d04	6	14	22689	108
04a90a31d9148d3c	7	11	1	92
517a7675b805b8a2	7	10	8445	107
4127c9cdb1c5c754	8	14	5547	529
a8e5c1b4648c161c	6	14	22689	50
32736c32a5bbd524	7	18	242713	3527
dfb22c9f5659fa8c	7	13	1134	110
2b0e4da943e09d4f	8	14	15479	993
057e5daf4077e8de	7	6	2993	127
6ea8cba0dcfff94a	7	12	1496	74
3e8970f8688a94c6	8	21	450127	3531
91725ff3922bb79e	6	9	1275	20
26728db6bba204fc	6	6	1254	19
1c156df09574791f	7	8	1225	90
94a941fe15b47173	6	12	3333	14
539fc03deb8ea84b	7	16	10201	123
225ab9ac5b3d5640	8	18	7223	1535
dd377f72d84623a4	8	9	26014	1491
be20eb07cdcbd886	8	13	2570	476
5654c6985622d0bb	6	9	5639	25
21c57e51d2baddfe	8	11	21753	1853
bd5fa88030e34615	6	11	1265	11
644b2a6a74707167	8	7	39666	2009
71cb5970738e28fc	6	5	1332	20
45cabc25eae3232b	8	26	5898985	75096
e64af3e8ec7e7ab5	8	13	49638	1629
4f3a042196e3ae0b	8	11	8237	1184
576c9282545c817e	8	18	1	1155
38948176592dcd16	8	26	1293343	21460
741c70d39df696fa	7	6	2821	223
b9ec7bf241cbb77f	6	6	3309	35
cdf0819699d8dcbb	8	14	1	466
0b433ba2a8f3b1ac	6	14	22689	35
83f8e552834dd442	7	6	3021	153
f41a6bf694e62546	6	11	2199	18
f5e4d3622c545055	8	13	1147	926
0b3bc53f5536d007	8	9	28062	2857
b5970840c6e46d3e	6	13	14161	97
f78f4a8f6296cc0c	8	25	582135	3620
037daa0ed058d8eb	6	6	1072	18
a51c320d27c5d54e	7	11	3820	149
dba92a060f6aa989	6	7	476	13
661766967c445bf7	6	12	5369	36
fa71f6b7b6354c37	6	6	3309	38
3af4147cf10aa2e6	6	6	2530	22
2e1f0ad2b7838af3	7	8	3269	117
f58e97a172d34732	8	18	112317	1617
343eef9ccecf5345	6	13	14161	30
76535a835b6b3620	7	6	10367	205
96b9ffaabf9ace94	7	12	6924	162
1aed6f3c488e7a42	6	10	7035	44
741cb08e3ea5b409	8	13	22361	1360
0666a7e1e19533e5	6	10	1822	16
0fced46ce87d805f	6	12	3333	16
6843aac943f5ec4a	8	13	22154	1035
47f425f33bffa1a4	6	7	1021	21
a2397e50504426b6	7	20	466927	1961
cf01c0543beff91a	8	21	5896	699
42b5a1d23a5087b9	8	18	3285	276
240920cb166c03f0	6	13	5299	37
5d5354299e293877	8	26	1293343	27020
b3a0b6bca9fa0d6d	7	8	2385	137
d6cc0f5d82dcb657	7	11	8458	170
80e98fbdc813d50c	6	14	22689	34
f8fd1d937f50d8ab	6	13	14161	52
33a194471b95e9c7	8	18	1	654
1656a935cda3e42c	8	26	5898985	19986
344d1a4412bb1c99	6	9	2204	79
d906b65e2b4681eb	6	12	16035	28
4c751ba006fe3145	7	9	3204	142
c4f6bf5db343840c	6	13	5299	37
9ce6b00366c317fe	6	7	2554	31
b5e8e34d41a524af	7	15	3325	237
24469298996b1216	8	8	14332	1174
0757415a45aa3b31	6	10	4007	28
2a4296194a0edcde	8	9	2161	1347
889a990118fe14f3	8	26	1293343	20729
a6879c1508149513	7	14	3908	353
1ef4dd47c0043037	7	19	237671	3588
78383ea488520c9b	7	19	68109	190
cb205a2d458278d9	6	13	14161	94
7eb1a0e504af7b64	8	27	13370769	215925
5e084529e9c9e330	6	12	5369	228
892a7f0ce54eb8ff	6	14	22689	34
45a5ac4ae90f3b11	6	14	22689	49
d3eb457f26957d92	8	20	7099	1293
cc9e1a4b0d2b5d0d	6	6	584	17
636c0478038460e9	6	8	1230	25
84e8a053f54ba827	6	6	3309	31
be4eadb145a2da34	7	7	2949	156
fd422be09198a7f4	7	19	68109	699
910816468fbee42f	7	18	57923	1290
cd74879f851935d6	8	26	1293343	50092
487093fa8c4546cf	7	18	35993	83
8ee11745fbfbea55	8	26	5898985	173544
bd23f12e90d193c9	7	19	237671	790
99337ff0a35db75a	7	10	11234	277
de0a1ef6dcc8cca4	8	12	4025	1235
51d17e9fda5bd4c5	7	10	5862	102
be812f03ac6973c1	6	9	1275	24
6972824593c4ecfe	6	13	5299	14
2f3d6ac81565e990	8	7	19116	3171
1229e3092f498fe1	8	20	2711	1311
ef0fe3fc3c45a231	8	23	75577	1103
cbb5a72ed712c207	8	13	2436	1617
4a40b4d0933c4887	6	8	2534	16
a3f803a94f933f3a	7	10	2630	131
8e0afacead86886e	6	9	2277	18
092ccbe3134863ad	6	14	22689	48
67ee06a2583483ac	8	24	254811	14000
9c7a48aa4e8aacd5	7	6	2993	163
c2ce6a46700fe28a	8	25	919841	4178
a6f1e9d70c995594	6	14	22689	47
06f6617f171c7480	8	14	29493	1379
33ecbf562859096a	7	19	68109	667
8af1c3ee61280881	8	18	4581	964
9cf0eddaa75e3ed4	6	12	5369	12
e1964c0f9e61a482	7	11	1671	119
1aea1d0814881b37	8	17	44353	1274
06b401338ca5fbe9	8	12	2515	702
e2cb03897181db5d	7	6	2821	121
cbbd1c972a4eea1e	8	10	16348	1467
8e1061b372bd75a6	8	12	1	524
b5e251c3634574c4	7	10	5516	180
2b7984a64001f9df	8	10	5880	1050
08a92f1f1404c67e	6	8	412	16
7e3e30b2d0e7767a	7	8	632	131
dc660d50ee53bef9	6	6	1001	17
3a3d11cc15c34800	8	13	10507	1213
7600a56af0d75336	7	16	2402	79
a168f564ddec0f4d	8	17	5135	1424
8fb946825aa58830	8	22	29135	581
7843993e5af70b2b	8	19	23944	1611
fe64e9b0acc4f73e	6	10	2212	23
0fc70fae6c9125c6	6	12	3333	37
d432f0fee80f90dc	6	5	1332	20
8ef9bbc71f497ab8	7	6	2993	145
67fdd2a9f22d960d	7	11	4199	175
dcea073f1d5f09f2	7	7	2949	144
05d84a73de9ee787	8	9	26300	1689
285fe7a23f418789	8	8	18495	1847
86fec768e5b2b55d	6	14	22689	49
f3a01d955b6fd9bf	7	6	6089	177
21020a4c15dc831f	8	15	1	348
36b92dac13e6f325	8	22	29135	8534
f03d19b1b5d30a5d	8	27	13370769	51428
b46da561c355ba97	6	11	5053	171
a1903c4b028e8197	8	17	27338	1268
438d79fdec5347a9	8	13	21754	2377
9b35b930db4e05e9	7	8	12931	232
b069e79db0254e2b	8	23	845621	6015
64425b036fc2c898	7	12	5474	144
1ae0fcb7665b50c3	8	22	63859	7511
8871d45730923da5	6	12	5369	35
a09e7f71090a5b9b	8	9	33252	1769
ec90f30c0e492a42	6	9	1557	13
a9bf552479e3055b	8	22	79343	1764
223945e8b354d51b	8	7	40028	1851
cbfca32e3e8b1705	8	17	2018	1996
a464c6bd96d72117	8	10	1286	644
8de0249935873c4b	8	22	101531	4183
a589259c07e66a14	6	10	1822	20
82801cd647cc2942	8	15	5984	605
6ad66066954e06f5	7	6	6089	162
ab6f46b17f5a00d8	7	18	11601	295
3420da9ae15d3a92	7	17	19221	335
58963aa7fb724e06	6	12	3333	16
f8c8aee31b8487f0	7	19	68109	1236
0bfcc3fbcf5aa724	6	11	5971	37
0e77830f569d2178	7	13	23297	295
25261a3d3c717608	6	6	1072	18
2bc451441c55f9d8	8	24	945835	17747
494fe31a924f86f4	8	15	4171	915
c76e1e497f57bacc	6	7	476	16
11a36f82bb4e989c	6	13	14161	56
a7a5e68b5af07e54	6	8	1115	17
dc8be901d8b0d34a	8	7	12876	1348
b2d1a26576b5a673	8	11	21301	1926
500be403b91f0c36	6	9	2373	25
2bbca1bcab4ae625	6	10	2212	26
affb4b8c764f7dd0	8	17	51085	2275
b70b05800d02dff1	7	20	466927	1967
d4531c93e7a9690f	6	6	2521	26
af76ce6b83fb6ebe	6	5	1434	29
86b94dcfc4640236	8	24	254811	4118
99e51f8f3b63f761	7	12	5474	110
990c9cbfb1ddf808	8	10	3629	908
bd6d0149892dcb3c	6	6	1843	28
180a0bd916f7d208	6	9	674	12
bb02ab886c8f3bf8	8	26	5898985	17914
2b831b1caac61baa	8	22	15464	1109
2a48c6d5f6c9aa87	8	10	1502	1165
5ef70aae5de1c9f2	8	17	7196	1276
b27839819c30a82f	7	11	29351	469
e9ce54b6ab01a236	6	5	2792	30
93c3998ece20f372	6	8	5103	35
f9df842c1b42ccce	6	8	842	21
5ca699f488f203ce	7	19	237671	4025
8834630f2dd7a696	7	20	466927	4319
0687c4da5cfabd5c	7	9	3693	143
99f7525a90a48721	7	16	4923	152
c97e36e1d494a0d9	6	5	4714	40
b2ce76e2d6874b37	8	17	31926	2952
a498f54f59c10bdb	6	12	8058	37
7d80592d74bdd8a0	8	8	33591	2400
0ffb88d055b88fd0	7	20	466927	2067
290db703e29ea090	8	8	107519	3520
b21e9f20a84a64c9	6	8	5103	45
1e31dba9bdd1ddc3	6	6	3309	35
1f112526c0f813ca	6	10	1822	18
f360c75ee0030a3d	8	12	2542	646
a3948a6a4bc6f59e	7	6	6089	182
8e9760c42e48a275	6	10	2212	25
af350f944c523f55	8	27	13370769	216064
82a0acb5fad56024	7	7	4532	374
4c29e93bf6787410	8	15	2407	1059
68759c9e612614b5	7	16	7621	151
5528aebd6f2ed939	6	13	5299	39
1600c563c13b9320	8	7	2958	898
3f74893bf9ea23ba	8	9	2950	635
61c3da74fb68b158	8	7	96150	4283
e995e25ab82b7f64	6	14	22689	52
53c1ef4373801085	8	25	582135	17071
d9733f3354ab0eec	8	19	4686	362
bfa406c854e56138	6	6	584	27
9765b67b4fca5909	7	6	2993	135
d2134c6899b0f7ad	7	17	9851	79
60506f4300311d67	8	15	9973	1801
de00d3c0989c6cff	6	7	3639	33
eafabf9ebc8d427a	8	9	7503	1138
8de807f241257f0d	7	11	6951	179
f51c6ba3654f9551	8	15	7014	980
8b53c84925b79a8e	7	16	16147	114
82d7e9ad4eff64c2	8	21	19629	662
2c2fdd834430c17c	6	9	1014	12
7576705f0fbed930	7	11	2201	110
77b8cf712d94ce5b	6	10	4065	44
51e73e6a01c9a33f	6	7	1472	21
335b8ff1b32129ee	8	20	54131	9055
bd456587b906c0a5	7	19	68109	412
fd7706edacf7a0ec	7	18	35993	331
85f704452098dfe6	8	15	7495	589
36bfc3357453896b	6	11	1265	15
d686bac1f486ae9d	7	14	17101	257
0e51006a16a0acf9	7	14	8646	248
52716f5360c343cc	7	11	3030	86
657a70abfd0e460d	6	14	22689	97
3030ec53f7140102	8	12	3909	763
9bba7b83f11eab6f	7	16	16147	92
98e7a590bcb1774c	7	13	5248	252
f1e230bd2a5697e0	8	7	39666	2466
05d0698ad440a925	8	8	48376	1512
51fbefc39e85b3b3	7	8	625	126
c0d120213fe782ce	6	13	5299	18
8e2d7ad95f052cc0	8	27	13370769	87042
f9f8c1b70d0c7670	8	23	124243	3271
6f11dfbcc0a9dc28	6	12	5369	42
f181a73c2811d533	7	9	5220	224
88cf84aabce1f0a8	6	11	3308	26
b76b2467d89c8764	8	19	40129	5149
c5d5dc251f7bed1c	8	10	8700	1692
0c6c47c980092b23	8	15	42537	1702
e29633f35c0417cb	7	14	7797	154
dcb5559f973f1321	8	27	13370769	52059
2279801fa3afce43	7	16	10201	251
96e0bbfd9d2b7614	7	20	466927	1051
af0544c9c9bc011b	6	8	2142	25
6588fa1671937e65	8	15	6176	874
3338148f00bbd62b	6	7	2116	20
240710f187b7228f	7	17	34371	347
96cb34de12cd4863	7	17	5622	160
2b7e131416356fb0	7	15	12555	66
87da92669e1b1c05	6	13	14161	21
7253020a060b7266	6	7	4418	33
97eafa98a82b2299	8	21	3627	1302
b95d79d76a614a1e	7	17	18231	132
3758f23b83ab33c4	7	14	5251	167
7d65824bb10656d6	6	12	3333	11
c45c31386fd97dbc	8	23	124243	2952
8966b6ae472e30c6	7	19	237671	549
a8eee2a8130c3708	6	6	1334	25
fa4495607047623d	8	26	1293343	32586
0f80b70858de9382	6	5	1332	23
572fc84ba75029ff	6	10	1023	9
930c4c58cca1ff1a	6	13	5299	25
f4e10c89727bc990	7	13	4377	74
e018457d3296c521	6	9	2373	26
1562054357076798	7	9	1042	92
0af2a98156e290d0	6	7	2244	23
b2d2fb4f2798d673	7	7	3118	120
26f47fcd60138382	6	10	4007	29
b4748d4fce038f6a	6	5	4714	50
716ed30e000ae8a4	6	8	1115	14
763ddbb7d5526cb7	8	8	40405	2696
9b2d301e7ab1ef07	8	19	25202	956
6b89069833fd667b	6	5	1332	20
d62adc1057037a70	6	12	3333	10
2d4e95c8cf5dd8df	6	9	3750	17
9ac8cf2c801212ac	6	11	1822	18
e0bb5332d1bc9cbf	8	22	29055	2503
4d10188a03370b88	8	7	39666	2339
af9306c1fcf7fb5c	6	11	2199	18
c3f1481e9ba9cdca	8	25	582135	3621
a047cc1d123688fa	8	20	6734	1932
2316a578bb39259e	8	17	1	322
c6bd0b0eaf50fa08	7	15	36319	228
4587af920811c41e	6	6	1433	25
5dc90c0bfd490643	6	7	483	18
d05b5ce87af73aea	7	19	237671	1509
ac49ee24a23e41f6	8	15	1982	616
8a5495e0c5278dd3	7	15	40721	667
0070c41c54f34631	6	10	4065	30
6b81151fa120f01e	8	8	33591	2073
2a705e07449971d9	6	6	1433	25
966ba5db90ffa9c8	6	7	1687	18
220f413826c9286b	8	25	582135	7366
a56d333eb2cc8270	7	19	237671	887
a2f55573a5a7823a	6	11	3308	26
115ef4219c6009a6	8	15	1	433
be7f78314b5ce366	6	8	842	17
f9647f6884431fa7	7	16	15364	363
5d0c9990583abb4f	6	14	22689	48
02cb0bb435aec28b	6	8	3274	35
c1836d1630d32157	8	15	1052	916
2cffb069d92fee18	8	9	3377	793
e968636c6311046a	8	11	7999	1312
905789fe84ed7eaa	6	5	4714	35
5f6414c549907a08	6	14	22689	94
e6aee1e42c28b6a9	7	8	625	95
66e4a4bfbe674fa3	7	7	2154	127
2cefcf29b454cfe2	6	11	2199	13
07f1ef5d196c11ae	8	17	24632	1132
661881230d2bee15	8	26	1293343	4392
81558fe32b5f10d2	6	12	16035	30
e1570925acda8e9d	7	9	5271	121
cb09280fe0292560	6	8	2617	21
73ebb686208b13e1	7	13	3242	119
0d110435fc1328a9	8	19	33512	1586
1c0bb6a819db64a0	7	20	466927	4346
86cfae88be5aa2c7	6	11	1265	18
e92084d60763a91f	8	26	5898985	18726
99b3b333e2a7d23b	8	22	63859	5295
315898c519c9addb	6	11	5053	75
29af06bf9d0c9fe8	7	18	57923	625
0bc2b59a09369a3a	7	9	2772	115
d89710936929b3ca	7	10	2171	86
1c28521a45aba9b1	7	7	15912	314
da620825ca853d7a	8	16	17119	1391
6a32c9c7aff11f57	8	14	5945	904
fc481971d1e085dd	7	18	35993	239
4b1925fe13b7490c	8	11	7771	906
0af1d37a691f1dc9	8	22	151181	4112
195a0a12672ebc80	6	8	1115	18
841160cc1190b1fa	7	14	16983	172
e91b8544772a548b	8	9	2465	568
f73cc3900fa7075c	7	9	3669	182
26010008ff4f47e1	8	7	11454	1182
81b275f34ff3c1d1	8	9	10097	846
823acb963b2eec7b	7	20	466927	4384
6d296fd042337a56	6	10	2212	29
596d2c2737285c3e	7	10	4172	96
5d9853068085b9fa	8	11	30524	1442
0333046c0802d026	7	20	466927	1102
848aa70c4391c0f6	6	8	1241	17
8a698e34064a108c	7	13	17623	247
3ea13b131bd6d1ad	7	13	1	51
b16622c98b55ede6	8	8	6514	1218
b6973cc0abd11b45	8	24	254811	933
49c090badbbad94d	7	20	466927	4991
eab88d4b49a9fb93	7	18	57923	456
9ab73aad7c0028e4	6	9	4906	25
5e4ec4011112d444	7	8	377	108
70b09d72f3a11813	8	12	6069	701
cfc60cf667e5485d	7	14	16983	367
ceafcac833985a4e	7	14	2649	57
9298326fc1d04649	7	6	10367	324
218f7a619f19ea67	8	13	11371	709
8414518f139e135b	6	9	1275	17
0377469f099e0c2a	7	20	466927	1092
b4174d64fb59d41c	6	10	4065	30
245058391c5f5405	8	11	16797	1148
7e510d20fd277859	6	12	3333	23
4aa4ab9ed76d4c1f	6	9	2279	12
e3e4b7f5ea43895b	7	17	9851	123
2ba813a820a556a3	8	20	20961	725
50030a2faf1898e5	8	27	13370769	92852
51eec0ea5bbd1dec	8	23	845621	5363
321230f1c84eb29c	6	13	5299	86
736aad237370f564	7	16	16147	836
d7b5978fc70fed60	8	17	1	338
f95b6c9cdd058e4b	7	19	237671	3913
35094038908a3387	6	10	1544	17
f8debb5dea471495	6	7	2244	20
51860c28a8f9976c	8	15	3796	2663
0255efbca6850608	8	10	562	774
004a3eab1387e060	7	19	237671	1085
c57b79b244fa9e81	8	27	13370769	213554
5df2ecf8f77d51f0	8	13	9771	1513
96dc500658a4dbaa	6	11	3308	120
5193f523cb37a2ae	6	7	1417	28
e11cf119e1c176e9	7	8	12245	263
dbed6aa11034a79d	7	16	61769	1307
9cbe5f1fb9b74b92	8	13	8393	766
517731c28aec43e1	6	7	1417	18
771e3422636a7be6	7	14	1	48
e3283dcd41457f65	8	8	12064	1004
eb0b2c8d290acafc	8	18	74350	1097
dd121968aa3f869a	7	20	466927	1928
ff340735e4be8f84	8	18	12363	1195
81f17855a062da0b	8	8	12238	1201
8bea7cd86fad3b24	6	11	5053	18
4cfb9665feb1010b	6	7	1417	28
a55bba84bcf86e9a	8	9	3968	760
1925c218173cbe61	8	12	4284	1091
482eb84cc5d1bc3f	6	12	16035	29
14f510a4f65b95d7	6	14	22689	48
5339be5f1b1d006c	6	12	5369	19
6b5204ce7e2cc584	8	11	7971	1313
ca461aecd80e6f7a	6	13	5299	37
7868e134f990fc12	6	11	1265	12
f8070713caab1854	7	17	51349	419
1faa677f5a388b7c	8	14	2181	483
c4e3e29706d61f18	8	20	10969	2527
db78211769ac08e6	6	8	842	21
b00dc02ced5355c8	7	6	2821	135
668b4fa36e076130	7	6	9507	345
82ca43a84f18d842	7	6	10367	222
8897b6761e3b77c2	6	8	2142	26
4c82ab08fb4c60ad	7	13	2138	81
65f0ddc6391e1e0a	7	7	19648	349
de8b0177f5f24972	6	5	652	19
14246587f27a479f	8	17	1	340
3aebcb8f315405b7	7	12	1658	137
2345ac7bd967b5ac	7	20	466927	4894
204dcd97a6b298b9	8	11	42191	1857
f2e0cc3b3d8146f7	8	20	48590	1468
2daa7a3cefd53ec5	6	5	4714	41
0426b32780dd45d3	8	8	52081	3207
28015849c091ce13	8	15	6994	1839
0c5ed81a9c00557f	8	26	5898985	20813
e4673b88595189ba	8	15	2615	938
bdc372f1de53dfca	7	7	6242	189
d29dc4d91d595a40	8	20	1836	1760
528c49a92640211e	6	10	4007	18
659c3d02d2639ab0	6	5	4714	32
65dce86bfccc23f2	8	19	5935	2244
b1c071acdbcf2686	8	20	14219	1397
e041d88704d96430	7	14	8646	177
cdf7f881eddbbf56	8	26	1293343	26499
762771c9d6a303d4	7	11	10820	242
1bf4ee466abb5234	7	8	3520	109
cf31bb74d75073d6	8	11	894	621
bd024f9d516b6b17	6	11	1265	15
6ab506a9fabea0d6	8	12	1	894
a3d4eefe51dbc4a8	7	12	19126	367
47a68e5f71015632	8	9	65733	2473
ff31d01ac1e7d0b4	7	17	51349	325
f341017a148fa6ea	8	7	11454	1367
68156ba90c4a4cdb	6	13	5299	38
d80affb7140bfdfd	7	18	57923	809
287b0344a63bac1e	6	13	5299	26
29aceaa7080ff751	6	14	22689	49
b11d9d445a0c462a	7	13	67511	506
97b5b91dd84443d4	6	11	1265	18
d7dbece76fd05f52	8	10	4240	1726
14c14521e63eb8c4	8	21	18311	3016
e33a01765d878951	6	9	674	20
ea369bf2a599edf9	7	13	15463	163
b07977772b412f9a	7	15	36319	420
5aa7ac6e01b58561	6	5	4714	35
d725ea9d1807958e	6	6	2530	26
7f9ca9dd8e377f50	6	13	5299	29
2ccd3ee8fa861b9a	8	22	12613	2678
02dba90d3b00c956	8	26	1293343	27222
ac7fcd54c306560d	7	16	41309	430
6087efc076fc38c1	7	10	3144	185
9c073f5d4f87951d	6	5	4714	48
22adfa640d6c33c6	7	7	4532	161
4e263f9f299e17b7	8	7	39666	2201
2f632d86f2f7f1ed	6	6	2521	26
26306f26d2e17f18	7	20	466927	1092
9cf5bee19fb93fdf	6	6	1843	27
33ce038de55f697b	8	19	1	336
d921989df4d266e1	7	14	1	45
fe0d36fcb2f932dc	7	6	10367	217
1da9f3b68ad777fa	8	26	1293343	15636
01733ebee46be1b3	7	18	35993	289
1db52f84cdb12b91	7	14	5561	70
395bdb7c15dea3f9	7	8	8130	181
6007e4774c329a24	7	7	3303	127
9cbfde417e342fc2	6	9	2204	17
340a024aaa1181b5	8	7	12058	1380
6ee62a7bd64775d7	8	23	26226	2186
908ddb65e048fd4d	6	6	3309	35
e216d8280b3aad9b	6	12	3333	19
43b606b7380ee1f2	8	7	19878	1222
d2b9a93f6b49d37e	8	13	5464	1303
42a8e762333b534c	6	11	2433	21
4ef38432ef0ba752	8	14	1737	938
078cca88ba56ae59	7	15	4523	163
668582dff4922627	7	16	7621	71
ae55a01fb5b3279d	7	15	10988	317
eea1664a1203364c	8	15	3467	387
c6b5d974fedb1722	6	9	2277	16
99066ff8072aae31	6	11	6961	38
5dfc018b9fa47d78	8	15	1	469
d555ae1f82e1deeb	6	9	1275	17
0da367328f0afbbc	8	24	109375	619
cfc6f7cd60552f84	6	6	3309	35
c62e3a1371181fe8	7	6	19363	337
f9470c98e9ffc10e	8	15	16196	804
293ec7448c1e54e7	7	19	237671	541
c29abecbf060a16c	8	8	1726	708
c0923cf5ff7ad720	7	11	4203	92
127de0eb427bdb31	8	8	14596	1901
47d0e6ad286e8544	8	14	1	710
97039ec1814b4ee0	8	25	919841	23982
8e7f074231713cc8	7	6	10367	264
bd4653f1334ba7a5	8	12	2195	637
d08f8206b9084fcb	8	13	967	449
a0270159c0f9e1d5	7	11	5516	149
2400f53d65c5c2db	8	25	582135	5119
28beec04f9f77589	6	8	2534	20
c68765e9ac4d4e1f	6	11	1822	19
a10acb33931cc9c3	6	10	703	11
19361683f72869aa	8	12	23341	1740
c65b2d927eb07fcc	7	10	1566	129
ea82e3dbc472f2a1	6	10	4007	36
865f2e9e8c60eab0	7	17	5622	99
c3443e18dd83d55c	8	14	10214	1212
d2bc3a863c5f2707	7	15	40721	248
0468cc9f6700c921	6	10	1704	16
d63fba288ab1f575	8	27	13370769	87143
dd021dacf7cf8e31	8	24	109375	4663
6b1e49d0f688ff88	7	14	2199	149
54b4e0478b0ec8a6	8	11	1058	437
3160eda75fa21edd	7	19	68109	588
f6ab4f30f70ec651	8	23	49193	1464
1f778079bf49f331	6	14	22689	35
d9bd04cb2a1af528	6	8	2617	30
b256fa708f4eba23	8	14	2401	451
be8470ab57f324af	7	12	1874	66
8fa46820a6d119c6	7	15	8249	108
4359c0786570565d	7	11	897	140
bf66cb19eda7d508	6	12	3333	16
37fd2670b9d9ac64	8	12	863	402
e6af3f775c25fc27	7	17	9851	130
5f1b70400860dc4c	7	8	11055	185
fc31858cbdab9694	6	5	1332	28
3908515e3e0b9e9d	6	13	5299	18
380ea92b34cee5df	7	10	3495	96
